,date,reviewNo,employeeType,position,summary,pro,con,advice,overallStar,reviewLink
870, 26 Jan 2018,empReview_18929445,Current Employee - Applications Development Analyst,I have been working at Accenture full-time (More than a year),Very good company for freshers.,More exposure to current technology as compared to other MNCs.,1st year as freshers you will get less productive work.,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18929445.htm
871, 26 Jan 2018,empReview_18932920,Former Employee - Software QA Engineer/Analyst,I worked at Accenture full-time (More than 3 years),Software Engineering Analyst,"Work-life Balance, Team outings, Social life, Work, Culture","Technology used- many out dated and legacy systems, Promotions, Increment percentages",None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18932920.htm
872, 26 Jan 2018,empReview_18938743,Former Employee - SME,I worked at Accenture full-time (More than 3 years),Very good Company,"Good Learning Opportunity, Job Security, Training's on new technologies, good growth.","Paying less salary, as compare to market standard.focusing on cost cutting.",Notice period should not more than 1 month,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18938743.htm
873, 26 Jan 2018,empReview_18938787,Current Employee - Senior Software Engineer,I have been working at Accenture full-time (More than 3 years),Good company to work with in service based industry,"Good hike, nice working environment, no micromanagement",Nothing that I could think of,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18938787.htm
874, 26 Jan 2018,empReview_18939765,Current Employee - Assistant Manager - Level D,I have been working at Accenture full-time (More than 3 years),Learning and development at the best,Best leaders who train you and coach you to be new leaders. Get to learn the best in industry.,"Work life balance, salary not up to standards in industry. The middle management is been sandwiched by work pressure",Thinking about the betterment of the employee work force at operations level,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18939765.htm
875, 9 Feb 2018,empReview_19161097,Current Employee - Process Associate,I have been working at Accenture full-time (More than a year),My First Company,Good work envoinmentfriendely atmosphere,every thing is fine except 10 working hours,None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19161097.htm
876, 25 Jan 2018,empReview_18909148,Current Employee - Senior Salesforce Developer,I have been working at Accenture full-time (More than 5 years),Excellent Growth Opportunities and Hike,Good GrowthGood WorkGood HikeGood Vacation Time,No cons as such. All is good.,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18909148.htm
877, 25 Jan 2018,empReview_18923738,Current Employee - Manager,I have been working at Accenture full-time (More than 5 years),Large MNC with good governance,Ethical company with competitive renumeration,Performance based promotion is sometime compromised over tenure,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18923738.htm
878, 9 Feb 2018,empReview_19161140,Current Employee - Software Engineer,I have been working at Accenture full-time (More than 3 years),Work at Accenture,Good hike for people who get promoted,Too much of Bench strength.Worst HR management,Please hire only if you can allocate people in projects,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19161140.htm
879, 25 Jan 2018,empReview_18908311,Former Employee - Senior Software Engineer,I worked at Accenture full-time (More than 3 years),Employee Friendly and nice place to work,Work culture is very nice with a lot of career opportunities.,Variable package is more,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18908311.htm
880, 25 Jan 2018,empReview_18909068,Current Employee - Test Engineer Associate,I have been working at Accenture full-time (More than 3 years),Company to start career with,Very friendly environment and many onshore opportunities..again it depends on project to project.,It takes little time to understand the company policies sometimes.,Should increase the hike percentage for employees.,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18909068.htm
881, 25 Jan 2018,empReview_18912131,Current Employee - Manager,I have been working at Accenture full-time (More than 5 years),Overall,"Great company policies, freedom to work from anywhere including unlimited work from home, Accenture is a market leader in Supply Chain Consulting as well so the client base consists of some of the best companies in the market",For my particular team the leadership is not very pragmatic. They do not understand the changing market conditions and also the skillsets required.,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18912131.htm
882, 25 Jan 2018,empReview_18916274,Current Employee - Software Engineering Senior Analyst,I have been working at Accenture full-time (More than 5 years),Great Company,"Good company, lots of opportunity",Low package compared to other companies,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18916274.htm
883, 8 Feb 2018,empReview_19141166,Current Employee - Consultant,I have been working at Accenture full-time (More than 5 years),Good place to start and stick for some years,- Good pay-Good policies- Respectful environment- Best talent as peers- Work from Home,- No work life balance- No equal distribution of work- Performance management system mostly on perception,- Keep revamping your leaders too.,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19141166.htm
884, 8 Feb 2018,empReview_19144663,Former Employee - Team Leader,I worked at Accenture full-time (More than 3 years),Team leader,good working with accenture and its team,moderation process inthe recent times is bad,please change the process of moderation,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19144663.htm
885, 8 Feb 2018,empReview_19156608,Current Employee - Management Consultant,I have been working at Accenture full-time (More than 3 years),Accenture Management Consulting - Capability Network,Great team.Very flexible timings.Good work-life balance.Comprehensive trainings for skill development.,Not good projects in the Capability network practiceNo onsite opportunitiesNot a very challenging environment,None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19156608.htm
886, 24 Jan 2018,empReview_18887192,Current Employee - Software Engineer,I have been working at Accenture full-time (Less than a year),Best place to work on projects,very good care about employees,too much work which is bad,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18887192.htm
887, 24 Jan 2018,empReview_18890286,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 8 years),manager,"Good opportunities, work life balance","Not aplicable, NA .",None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18890286.htm
888, 24 Jan 2018,empReview_18892370,Former Employee - Security Team Lead,I worked at Accenture full-time (More than 3 years),Good work and learning,Accenture has plethora of good projects -good for anyone seeking expertise in latest technologies as well as consulting.,"Slow growth - You may not expect quick promotions like in a new org, or small company.",None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18892370.htm
889, 25 Jan 2018,empReview_18906653,Current Employee - Wrapping Operator,I have been working at Accenture (More than 10 years),Wrapping operator,Good work lots of order and co,"Excellent team work, discpline, compromise and respect the seniors",Must be good system,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18906653.htm
890, 1 Mar 2018,empReview_19481680,Former Employee - Confidential,I worked at Accenture full-time (More than a year),Confidentail,Brand and Reputation is high- Company wise,When comes to people - they are cheap & female dominated. Gender discrimination.Under paid wages for males & females get promoted easily by maintaining personal & professional relationContractors are removed or terminated for no reason stating contract end or no position available if they don't like them not performance wiseName sake there are leaderships on the top but no humanitySisters hire sisters and brothers hire brothers -instead of the professional enivironment it's family tournament inside - how sickHR Team is itself numb here and how come we expect the culture or values -Pevert Managers hire Red gangs - Policies are just made but head itself a ---- I have no word those peopleFemales can do dual jobs and company encourages it - Wow - very good policy -!Enough of review - I don't want waste my time !I lost my confidence working here by the limp sh!t decisions by Top management or Managers,Corrupted Corporate environment can't advice to you guys else I will be at stack and already you guys playing with lot of lives and careers internal by hiring useless and worthless people,1.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19481680.htm
